CustomerID,Name,Gender,Age,Location,SignUpDate,LastLoginDate,TotalSpend,NoOfOrders,PreferredCategory,PaymentMethod,DeviceUsed,RatingGiven,IsPremiumMember
CUST1210,Christopher Smith,Female,30,Davidshire,2025-03-25,2025-04-14,48855,10,Clothing,Wallet,Tablet,1,Yes
CUST1211,Denise Mccann,Female,62,Adammouth,2022-10-27,2025-05-01,10366,3,Home,Cash on Delivery,Tablet,2,No
CUST1212,Melissa Martinez,Female,50,North Eric,2023-02-18,2025-04-26,5031,16,Books,Credit Card,Mobile,4,No
CUST1213,Katherine Salas,Male,23,Candiceport,2023-11-16,2025-05-01,45954,10,Home,Debit Card,Desktop,3,Yes
CUST1214,Julie Alexander,Female,41,Tylerside,2023-12-24,2025-04-21,38598,11,Beauty,Cash on Delivery,Tablet,4,No
CUST1215,Anthony Everett,Male,36,Charlesmouth,2024-03-02,2025-04-22,38778,9,Electronics,Cash on Delivery,Desktop,4,No
CUST1216,Rodney Morales,Male,33,East Abigail,2023-04-11,2025-05-08,28638,7,Home,Net Banking,Tablet,3,No
CUST1217,Mark Brown,Female,57,South Amy,2024-07-20,2025-04-15,27565,14,Books,Wallet,Tablet,4,Yes
CUST1218,Justin Torres,Female,45,Davisbury,2023-05-02,2025-04-17,30456,7,Home,Net Banking,Mobile,2,No
CUST1219,Bailey Duran DDS,Female,50,Lake Martin,2024-02-06,2025-04-30,42232,12,Clothing,Debit Card,Mobile,4,No
CUST1220,Courtney Mills,Female,58,Kellyhaven,2022-11-05,2025-05-04,39761,9,Beauty,Cash on Delivery,Tablet,3,Yes
CUST1221,Jeremy Dalton,Female,30,Barajastown,2023-09-14,2025-04-19,11259,13,Beauty,Net Banking,Mobile,3,No
CUST1222,Elizabeth Oliver DDS,Male,60,Lake Michaelbury,2022-11-22,2025-05-13,5939,8,Beauty,Wallet,Tablet,4,No
CUST1223,Theresa Clark,Male,62,North Felicia,2024-05-06,2025-04-25,47741,9,Beauty,Debit Card,Tablet,5,No
CUST1224,Matthew Moore,Male,42,Patrickville,2022-11-01,2025-04-19,43033,13,Beauty,Credit Card,Desktop,,Yes
CUST1225,Benjamin Smith,Male,59,Scottport,2024-07-29,2025-05-11,28770,6,Beauty,Net Banking,Mobile,4,No
CUST1226,Kirk Carter,Other,53,New Lynnstad,2022-12-11,2025-04-24,13779,9,Electronics,Debit Card,Mobile,3,No
CUST1227,Michael Warner,Male,44,Tuckerport,2024-06-22,2025-05-07,39779,10,Books,Credit Card,Mobile,2,No
CUST1228,Michael Bradshaw,Female,55,West Willie,2023-11-26,2025-04-26,44751,11,Beauty,Net Banking,Desktop,3,No
CUST1229,Lori Guerrero,Female,24,East Teresaside,2025-05-12,2025-04-30,24388,9,Books,Debit Card,Desktop,3,No
CUST1230,Jessica Stephens,Female,22,Lake Cameronborough,2023-08-04,2025-05-01,18130,11,Beauty,Debit Card,Desktop,3,No
CUST1231,Susan Serrano,Female,60,Houstonborough,2024-09-25,2025-04-16,35644,11,Home,Net Banking,Mobile,5,Yes
CUST1232,Christopher Parker,Female,62,Lucasland,2022-07-16,2025-05-11,31682,12,Beauty,Debit Card,Mobile,3,No
CUST1233,Laura Roberts,Female,48,North Stephen,2022-09-18,2025-04-26,26038,6,Clothing,Cash on Delivery,Mobile,3,No
CUST1234,Michael Lyons,Male,40,Benjaminland,2023-10-05,2025-04-21,12324,6,Electronics,Net Banking,Desktop,3,Yes
CUST1235,Kathryn Snyder,Female,59,East Lauraside,2024-06-18,2025-05-09,32625,14,Home,Debit Card,Desktop,5,No
CUST1236,Andrew Reynolds,Male,27,New Lorraineview,2022-11-09,2025-05-13,7479,1,Home,Credit Card,Tablet,4,No
CUST1237,David Davis,Male,49,Hughesfurt,2024-01-01,2025-04-19,26689,6,Clothing,Credit Card,Desktop,4,Yes
CUST1238,Sara Johnston,Female,60,Stewartfurt,2023-07-28,2025-04-16,43100,12,Beauty,Cash on Delivery,Tablet,3,Yes
CUST1239,Yvonne Chambers,Male,47,New Adamland,2024-04-22,2025-05-05,13004,12,Electronics,Net Banking,Mobile,5,Yes
CUST1240,Andrew Avila,Female,56,Lake Melaniestad,2024-12-01,2025-05-06,21169,10,Home,Debit Card,Desktop,1,Yes
CUST1241,Matthew Moon,Female,48,West Kristinport,2023-09-10,2025-04-19,7410,10,Electronics,Debit Card,Mobile,5,No
CUST1242,Kevin Walters,Female,35,West Kathymouth,2025-04-15,2025-04-19,47357,9,Home,Credit Card,Mobile,4,Yes
CUST1243,Brandon Bailey MD,Male,53,Fostertown,2024-04-02,2025-05-13,35464,6,Beauty,Cash on Delivery,Mobile,3,No
CUST1244,Shannon Rivera,Male,19,Moorebury,2023-04-29,2025-05-13,20631,11,Home,Credit Card,Mobile,3,No
CUST1245,Donna Landry,Female,31,Lake Peter,2024-09-20,2025-04-18,25727,5,Home,Credit Card,Desktop,4,Yes
CUST1246,Krista Gibson,Male,30,Susanberg,2024-02-05,2025-05-11,6478,10,Books,Cash on Delivery,Mobile,1,No
CUST1247,Frank Cordova,Other,46,Ericastad,2023-08-08,2025-04-16,22491,10,Beauty,Net Banking,Tablet,5,No
CUST1248,Jose Travis,Other,29,New Nancyberg,2024-03-08,2025-05-08,17653,9,Clothing,Debit Card,Desktop,3,No
CUST1249,Kimberly Gutierrez,Female,56,North Adamfurt,2023-03-03,2025-04-19,34048,10,Clothing,Net Banking,Mobile,3,Yes
CUST1250,Isaiah Avila,Male,19,West Jasonstad,2022-08-30,2025-04-22,43176,17,Beauty,Wallet,Desktop,2,Yes
CUST1251,Olivia Harris,Male,49,South Rebecca,2024-05-21,2025-04-19,39571,12,Clothing,Wallet,Tablet,3,No
CUST1252,Tanya Kim,Female,30,East Jack,2025-04-02,2025-04-23,47954,8,Beauty,Wallet,Mobile,3,No
CUST1253,Barbara Dudley,Male,63,Jamesburgh,2023-12-05,2025-05-01,4483,10,Clothing,Cash on Delivery,Tablet,3,No
CUST1254,Cynthia Moore,Male,44,Port Karenside,2023-02-16,2025-04-21,10003,11,Books,Credit Card,Mobile,4,No
CUST1255,Kristen Davis,Female,58,Newmanland,2022-06-02,2025-04-28,30421,6,Clothing,Net Banking,Tablet,3,Yes
CUST1256,Susan Murray MD,Female,34,Emilyview,2025-03-26,2025-05-05,17405,7,Home,Debit Card,Mobile,,No
CUST1257,Kathleen Moran,Female,57,East Jessicafort,2024-06-15,2025-05-08,46338,16,Beauty,Wallet,Desktop,4,Yes
CUST1258,Denise Davenport,Female,48,Michaelbury,2025-03-23,2025-05-08,24453,14,Electronics,Net Banking,Mobile,5,Yes
CUST1259,Mrs. Kristen Reyes,Male,51,West Christineborough,2022-10-24,2025-04-18,27306,7,Electronics,Wallet,Desktop,2,No
CUST1260,Katie Suarez,Female,41,Toddmouth,2024-01-19,2025-04-21,45500,5,Beauty,Wallet,Mobile,3,Yes
CUST1261,Desiree Tyler,Other,62,Heatherberg,2024-03-24,2025-05-01,22668,12,Books,Debit Card,Mobile,3,No
CUST1262,Timothy Romero,Male,52,Lindseychester,2024-08-02,2025-04-30,5083,7,Clothing,Cash on Delivery,Tablet,4,No
CUST1263,Diane Evans,Female,23,North Lawrence,2025-03-02,2025-04-20,39214,12,Books,Credit Card,Tablet,5,Yes
CUST1264,Yvonne Burns,Female,36,Lake Jodi,2025-03-29,2025-04-19,49645,15,Electronics,Cash on Delivery,Tablet,1,No
CUST1265,Joshua Reed,Female,47,Hillstad,2022-09-23,2025-04-23,40396,5,Beauty,Net Banking,Mobile,1,No
CUST1266,Kimberly Gibson,Female,24,Lake Jessica,2022-11-15,2025-05-05,12389,7,Beauty,Cash on Delivery,Mobile,5,No
CUST1267,Colin Terry,Female,27,Fordstad,2022-12-22,2025-05-04,27913,7,Books,Net Banking,Mobile,2,Yes
CUST1268,Cynthia Rowe,Male,58,Tonyville,2024-01-17,2025-04-14,12775,10,Books,Net Banking,Desktop,4,No
CUST1269,Patrick Thornton,Male,49,Lake Catherine,2024-01-26,2025-04-25,2961,11,Clothing,Credit Card,Desktop,4,No
CUST1270,Jasmin Alvarado,Female,51,Micheleberg,2025-04-27,2025-05-06,14791,12,Home,Debit Card,Mobile,5,No
CUST1271,Veronica Simpson,Female,45,West Jessica,2024-11-16,2025-04-30,47304,11,Home,Credit Card,Tablet,2,Yes
CUST1272,Jonathan Lawrence,Female,32,Lake Charlestown,2022-10-19,2025-04-27,11935,16,Clothing,Cash on Delivery,Tablet,2,No
CUST1273,Shelly Alexander,Female,47,Port Bonniefurt,2023-01-31,2025-05-08,28435,9,Home,Net Banking,Tablet,4,Yes
CUST1274,Joyce Bowen,Female,54,North Andrea,2022-08-22,2025-04-22,33953,10,Electronics,Wallet,Mobile,5,No
CUST1275,Matthew Moore,Female,46,Valdezberg,2023-11-30,2025-04-18,19044,10,Home,Wallet,Tablet,3,Yes
CUST1276,Wayne Morgan,Female,39,Philipshire,2023-03-19,2025-04-26,12758,12,Clothing,Net Banking,Mobile,3,No
CUST1277,Marie Christian,Female,21,Dennishaven,2023-10-22,2025-05-02,31341,11,Home,Credit Card,Desktop,4,No
CUST1278,Shannon James,Female,37,South Michaeltown,2023-03-21,2025-05-04,49258,12,Beauty,Debit Card,Tablet,5,Yes
CUST1279,Nathan Malone,Female,49,Port Tamara,2024-11-23,2025-05-01,49690,10,Books,Credit Card,Desktop,5,Yes
CUST1280,Amanda Jones,Female,53,Port Willie,2024-02-01,2025-04-25,11236,5,Electronics,Net Banking,Tablet,,No
CUST1281,Tammie Bright,Male,21,Mooreshire,2022-11-20,2025-04-21,38143,11,Beauty,Net Banking,Mobile,1,No
CUST1282,Jessica Garcia,Male,44,Lake Jessica,2023-05-10,2025-05-09,44450,16,Beauty,Debit Card,Mobile,2,No
CUST1283,Shelia Wallace,Male,34,Billyfort,2024-03-03,2025-05-04,35464,13,Clothing,Cash on Delivery,Mobile,4,No
CUST1284,Stephanie Williams,Female,29,North Joseph,2024-06-27,2025-04-25,28544,9,Books,Cash on Delivery,Mobile,5,Yes
CUST1285,Elaine Brooks,Male,39,North Elizabeth,2023-07-20,2025-04-20,40433,11,Books,Debit Card,Tablet,3,No
CUST1286,Joseph Knight,Male,34,Paulmouth,2024-11-02,2025-05-04,16497,16,Electronics,Cash on Delivery,Desktop,2,No
CUST1287,Carolyn Miller,Female,27,North Tinamouth,2024-11-21,2025-05-04,14715,16,Clothing,Wallet,Mobile,4,No
CUST1288,Lisa Allen,Male,18,Lake Tanyaview,2023-07-12,2025-05-03,33569,12,Electronics,Cash on Delivery,Tablet,1,No
CUST1289,Briana Murray,Female,39,Bethshire,2025-02-07,2025-05-06,24411,12,Home,Cash on Delivery,Desktop,3,No
CUST1290,David Smith,Male,43,South Desiree,2024-01-25,2025-05-09,17530,12,Beauty,Cash on Delivery,Mobile,4,No
CUST1291,Stephanie Byrd,Male,35,Brianaland,2023-11-18,2025-05-01,29834,12,Electronics,Wallet,Desktop,4,Yes
CUST1292,Jeremy Reed,Female,31,Nicholasbury,2024-05-22,2025-04-15,15071,15,Beauty,Cash on Delivery,Mobile,4,No
CUST1293,Margaret Coleman,Male,64,Gomezstad,2025-03-14,2025-05-05,43219,13,Clothing,Wallet,Desktop,3,No
CUST1294,Ryan Gonzalez,Male,46,Sparkstown,2024-12-05,2025-04-21,29427,7,Home,Debit Card,Desktop,4,Yes
CUST1295,John Young,Female,29,South Gabriel,2024-02-01,2025-04-14,21214,12,Clothing,Credit Card,Mobile,4,No
CUST1296,Laura Haney,Female,53,New Dawnborough,2024-06-04,2025-05-09,44041,7,Home,Debit Card,Tablet,4,No
CUST1297,William Barrett,Male,52,East Eric,2024-07-16,2025-04-17,23887,13,Home,Credit Card,Desktop,4,No
CUST1298,Keith Jennings,Female,29,Lake Jerrymouth,2023-07-21,2025-04-18,28944,15,Beauty,Debit Card,Mobile,3,No
CUST1299,Amber Obrien,Male,24,South Emmafort,2022-12-28,2025-04-30,49408,9,Clothing,Credit Card,Desktop,1,No
CUST1300,Tanner Mitchell DDS,Male,46,New Evan,2024-04-19,2025-04-29,20421,9,Clothing,Credit Card,Desktop,2,Yes
CUST1301,Heather Fields,Female,28,Johnsonton,2022-10-28,2025-05-03,13557,7,Electronics,Net Banking,Tablet,2,No
CUST1302,Megan Le,Female,50,New Brittany,2022-11-19,2025-04-21,45768,11,Clothing,Credit Card,Desktop,4,No
CUST1303,Sara Fuller,Female,23,Lake William,2023-06-07,2025-05-05,25358,9,Electronics,Credit Card,Desktop,5,No
CUST1304,Maria Parker,Female,64,North Gabriel,2024-06-12,2025-04-16,49189,8,Books,Net Banking,Mobile,4,No
CUST1305,Kevin Oconnor,Other,32,New Susan,2024-06-24,2025-05-03,45138,9,Books,Cash on Delivery,Mobile,4,Yes
CUST1306,Edward Burgess,Female,49,Lake Jessicaport,2023-05-07,2025-04-15,26562,8,Books,Cash on Delivery,Tablet,3,No
CUST1307,Carlos Ryan,Male,28,East Shanefort,2025-01-14,2025-04-21,37350,9,Clothing,Net Banking,Desktop,3,No
CUST1308,Kiara Mcintyre,Female,40,Jacksonchester,2022-12-09,2025-05-11,46986,13,Clothing,Wallet,Desktop,3,No
CUST1309,Dawn Summers,Male,43,Port Brandi,2022-06-29,2025-04-16,21067,14,Electronics,Credit Card,Desktop,2,No
CUST1310,Dr. Paul Morgan,Male,51,New Donna,2022-10-15,2025-05-09,30239,13,Home,Credit Card,Tablet,1,No
CUST1311,Victor Taylor,Male,63,Garymouth,2022-08-04,2025-04-28,43785,14,Electronics,Net Banking,Desktop,4,No
CUST1312,Shannon Ramsey,Male,51,Carlsonland,2022-08-27,2025-05-04,4254,14,Books,Net Banking,Mobile,,No
CUST1313,Tracy Ballard,Other,46,South Paul,2024-06-25,2025-05-03,27544,10,Electronics,Wallet,Tablet,2,No
CUST1314,Richard Smith,Female,21,North Jameshaven,2025-04-01,2025-05-10,2224,13,Home,Cash on Delivery,Mobile,1,No
CUST1315,Jordan Chambers,Female,34,Serranoville,2022-06-24,2025-04-28,1876,10,Clothing,Debit Card,Mobile,4,No
CUST1316,Lauren Carson,Male,52,South Rachel,2023-02-16,2025-04-29,9206,11,Electronics,Cash on Delivery,Tablet,3,No
CUST1317,Ashley Hall,Male,30,Port Amandaville,2023-12-29,2025-04-30,9394,11,Books,Credit Card,Mobile,5,No
CUST1318,Stephen Hoffman,Male,58,South Donnaside,2024-12-08,2025-04-14,18537,10,Books,Net Banking,Desktop,4,Yes
CUST1319,Connie Brown,Male,56,Port Erikachester,2025-04-03,2025-04-27,18950,7,Clothing,Wallet,Tablet,5,No
CUST1320,Susan Turner,Female,32,Woodton,2023-10-03,2025-05-09,16906,12,Electronics,Cash on Delivery,Mobile,3,Yes
CUST1321,Charles Shah,Female,46,Perezfort,2023-01-06,2025-05-13,30225,9,Home,Wallet,Desktop,4,No
CUST1322,Johnathan Davis,Female,46,Bellshire,2023-08-27,2025-04-21,6426,5,Clothing,Cash on Delivery,Desktop,3,No
CUST1323,Brandy Chavez,Male,28,South Dennisfort,2025-01-04,2025-05-03,39519,12,Electronics,Credit Card,Mobile,4,No
CUST1324,Natalie Bautista,Female,49,Port Christopher,2025-01-06,2025-05-05,9996,13,Beauty,Debit Card,Desktop,3,No
CUST1325,Patrick Moore,Female,19,Scotttown,2022-10-10,2025-04-23,36568,13,Books,Wallet,Tablet,2,Yes
CUST1326,Brett Burns,Female,64,New Alexandrahaven,2022-09-09,2025-05-10,30306,16,Home,Wallet,Mobile,4,No
CUST1327,Trevor Johnson,Female,31,South Diamondmouth,2025-03-05,2025-05-05,23163,10,Home,Debit Card,Desktop,4,No
CUST1328,Jeremy Sampson,Male,37,Coxberg,2024-07-29,2025-04-30,41821,12,Home,Wallet,Desktop,5,No
CUST1329,Ariana Jennings,Male,39,Pearsonview,2024-06-16,2025-05-03,36995,7,Books,Wallet,Mobile,4,Yes
CUST1330,Vanessa Howard,Male,28,Melissachester,2024-05-06,2025-04-23,23156,13,Electronics,Cash on Delivery,Mobile,4,No
CUST1331,Colton Martinez,Female,44,Cherylfurt,2023-03-23,2025-04-28,26360,9,Clothing,Cash on Delivery,Mobile,2,No
CUST1332,Jordan Bates,Male,20,South Andrea,2023-08-13,2025-04-18,17332,7,Electronics,Debit Card,Mobile,4,No
CUST1333,Linda Smith,Male,34,Whiteside,2025-03-07,2025-04-15,39287,15,Clothing,Credit Card,Tablet,4,No
CUST1334,Dana Martinez,Male,61,Kingport,2024-06-25,2025-05-10,48731,13,Home,Wallet,Mobile,5,No
CUST1335,Andrea Hubbard,Male,45,Kimfurt,2024-06-13,2025-04-30,22227,10,Electronics,Credit Card,Tablet,5,No
CUST1336,Daniel Kane,Female,46,Port Michelle,2024-07-06,2025-05-02,43315,14,Home,Debit Card,Tablet,1,No
CUST1337,Charles Lester,Female,38,Lake Jerryburgh,2023-06-24,2025-04-20,30045,10,Beauty,Debit Card,Mobile,5,No
CUST1338,Scott Thomas,Male,64,East Williammouth,2024-09-02,2025-05-09,45022,10,Home,Cash on Delivery,Tablet,1,Yes
CUST1339,David Thompson,Male,33,East Paultown,2023-10-29,2025-05-10,3020,12,Home,Wallet,Mobile,3,No
CUST1340,Allison Smith,Female,54,Port Dustinchester,2024-08-30,2025-04-27,3581,10,Clothing,Net Banking,Mobile,4,No
CUST1341,Cynthia Morris,Male,37,North Josestad,2024-09-09,2025-04-24,34696,10,Beauty,Debit Card,Desktop,2,Yes
CUST1342,Anthony Harmon,Male,23,New Benjaminfurt,2022-06-10,2025-04-18,37235,8,Home,Wallet,Mobile,4,Yes
CUST1343,Nichole Alvarez,Male,36,Mendezhaven,2022-07-02,2025-05-08,39713,8,Home,Credit Card,Desktop,1,No
CUST1344,Kayla Rodriguez,Male,22,Jenniferton,2024-03-12,2025-05-10,15066,6,Beauty,Cash on Delivery,Tablet,2,Yes
CUST1345,Theresa Williams,Female,20,Lake Troy,2022-11-15,2025-04-29,14542,11,Beauty,Credit Card,Desktop,4,No
CUST1346,Sharon Boyd,Female,18,East Melissahaven,2023-12-30,2025-05-09,25998,7,Electronics,Debit Card,Tablet,4,Yes
CUST1347,Victor Brown,Male,55,Jameshaven,2024-04-12,2025-04-30,11829,6,Clothing,Debit Card,Mobile,5,No
CUST1348,James Parks,Male,32,New Gavin,2023-09-14,2025-04-21,32156,8,Beauty,Credit Card,Tablet,4,Yes
CUST1349,Theodore Jones Jr.,Female,51,West Johntown,2023-12-19,2025-04-15,2659,12,Beauty,Debit Card,Tablet,4,Yes
CUST1350,Ana Hill,Female,52,North Wendy,2024-03-31,2025-04-15,38400,12,Books,Wallet,Mobile,3,No
CUST1351,Kimberly Nguyen,Female,42,Gomezfurt,2024-04-27,2025-05-10,19863,13,Beauty,Debit Card,Tablet,1,No
CUST1352,Kerry Chavez DDS,Female,41,Willishaven,2022-07-08,2025-05-12,48201,8,Clothing,Cash on Delivery,Mobile,2,Yes
CUST1353,Michael Farrell,Male,29,Lake Janeland,2022-07-04,2025-04-26,43741,11,Home,Wallet,Desktop,4,No
CUST1354,Patricia Le,Male,35,Jessicaside,2023-02-12,2025-04-25,19533,10,Home,Net Banking,Mobile,4,No
CUST1355,Jesse Perez,Female,32,Michaelview,2024-09-24,2025-04-28,11305,13,Home,Debit Card,Mobile,3,No
CUST1356,Jesse Perry,Male,61,New Sylvia,2025-03-03,2025-05-04,36351,9,Home,Debit Card,Tablet,4,No
CUST1357,Jeffery Ortega,Female,33,Spearsshire,2023-08-27,2025-05-08,27332,7,Books,Cash on Delivery,Desktop,4,No
CUST1358,Christian Leblanc,Female,44,West Gregoryhaven,2023-01-23,2025-04-19,14444,14,Beauty,Cash on Delivery,Mobile,1,No
CUST1359,Ronald Davis,Female,25,New Charlesport,2024-06-15,2025-04-16,20373,12,Home,Credit Card,Desktop,2,No
CUST1360,Parker Cain,Male,63,Staceyhaven,2024-03-13,2025-05-02,40872,10,Electronics,Credit Card,Desktop,5,Yes
CUST1361,Laurie Hoffman,Female,42,Nancyshire,2022-12-08,2025-04-26,24428,7,Home,Credit Card,Tablet,4,No
CUST1362,Bryan Gomez,Male,34,Heatherfurt,2023-09-11,2025-05-08,15879,8,Beauty,Cash on Delivery,Mobile,5,No
CUST1363,Nicole Parrish,Female,46,Carrillomouth,2024-01-08,2025-05-01,37251,10,Home,Credit Card,Tablet,2,No
CUST1364,Tracy Burke,Female,25,Maldonadoshire,2024-06-09,2025-04-20,35046,9,Books,Credit Card,Mobile,,No
CUST1365,Kenneth Lewis,Male,32,South Darrenland,2022-10-30,2025-04-16,24786,11,Clothing,Net Banking,Desktop,2,No
CUST1366,Courtney Rodriguez,Other,44,Schultzbury,2024-10-13,2025-04-20,5610,8,Clothing,Credit Card,Mobile,1,No
CUST1367,Holly Farmer,Female,63,Port Leslie,2025-03-27,2025-05-05,12587,7,Beauty,Debit Card,Mobile,,No
CUST1368,Renee Bruce,Male,24,Zacharytown,2024-06-14,2025-04-28,24262,14,Clothing,Cash on Delivery,Desktop,3,No
CUST1369,Sabrina Austin,Male,20,Johnland,2025-03-04,2025-05-11,17581,11,Clothing,Wallet,Desktop,4,No
CUST1370,Allison Hickman,Male,46,Nunezmouth,2024-09-20,2025-04-14,35447,9,Electronics,Net Banking,Mobile,2,No
CUST1371,Debra White,Male,61,New Sarahfort,2025-04-12,2025-05-05,10096,3,Beauty,Cash on Delivery,Tablet,4,No
CUST1372,Ellen Morgan,Male,41,Michaelshire,2024-08-28,2025-04-30,38519,16,Beauty,Cash on Delivery,Mobile,5,Yes
CUST1373,Sergio Knight,Female,20,Ianborough,2024-10-18,2025-04-25,42503,9,Clothing,Debit Card,Desktop,3,No
CUST1374,Charles Schultz,Male,37,Mclaughlinbury,2024-05-12,2025-05-12,18813,5,Clothing,Credit Card,Tablet,4,No
CUST1375,Paul Lewis,Male,63,Port Joseph,2024-05-22,2025-05-11,48139,9,Clothing,Debit Card,Desktop,2,No
CUST1376,Glen Wood,Female,32,East Mary,2024-10-03,2025-05-09,1513,10,Books,Credit Card,Desktop,4,Yes
CUST1377,Paula Bradley,Male,42,Ericville,2023-01-11,2025-05-12,49878,12,Home,Credit Card,Tablet,3,No
CUST1378,Anthony Moore,Female,47,North Emmafort,2024-07-09,2025-04-25,24205,12,Books,Cash on Delivery,Desktop,2,No
CUST1379,Megan Nelson,Male,31,Port Mercedeston,2022-08-08,2025-05-01,2328,9,Beauty,Credit Card,Desktop,3,No
CUST1380,Karla Ramos,Male,24,Watsonmouth,2024-01-11,2025-04-28,8409,7,Electronics,Net Banking,Desktop,2,No
CUST1381,Paul Wilson,Female,34,Villanuevashire,2023-06-27,2025-04-27,38856,9,Home,Net Banking,Desktop,5,No
CUST1382,Douglas Gregory,Female,61,Travishaven,2024-06-20,2025-05-11,13609,14,Electronics,Net Banking,Desktop,3,Yes
CUST1383,Mr. Andrew Foster,Female,37,Raymondshire,2024-11-17,2025-04-20,2523,13,Beauty,Cash on Delivery,Desktop,2,Yes
CUST1384,Aimee Turner,Female,53,North Alicia,2023-12-21,2025-05-02,15037,9,Beauty,Debit Card,Desktop,3,No
CUST1385,Chad Scott,Female,26,Mendozaside,2024-12-27,2025-05-09,27161,9,Electronics,Wallet,Desktop,3,No
CUST1386,Adam Burgess,Male,55,New Michaelburgh,2025-03-29,2025-04-26,39159,7,Electronics,Credit Card,Desktop,4,Yes
CUST1387,James Padilla,Male,39,Brayhaven,2023-11-12,2025-04-19,34348,12,Electronics,Wallet,Mobile,,Yes
CUST1388,Sandra Drake,Female,19,Stewarttown,2023-07-29,2025-04-29,38304,10,Beauty,Debit Card,Mobile,3,Yes
CUST1389,Scott Williams,Female,41,Lake Jasonshire,2023-09-23,2025-05-09,15879,6,Clothing,Debit Card,Desktop,5,No
CUST1390,Thomas Atkins,Other,25,West Michaelview,2022-08-17,2025-05-12,28266,9,Electronics,Cash on Delivery,Mobile,4,Yes
CUST1391,Laura Mckinney,Male,28,New Jose,2022-06-26,2025-04-23,44090,10,Home,Net Banking,Tablet,2,No
CUST1392,Brian Smith,Male,30,Thomasmouth,2024-11-16,2025-05-01,3063,12,Beauty,Net Banking,Mobile,4,No
CUST1393,Robert Montgomery,Female,34,Ivanchester,2022-07-23,2025-05-06,36560,10,Books,Debit Card,Desktop,4,Yes
CUST1394,Tamara Davis,Male,25,South Jaclyn,2022-11-29,2025-04-18,29697,10,Books,Cash on Delivery,Desktop,4,No
CUST1395,Dana Chapman,Female,38,Michaelfurt,2023-12-04,2025-04-21,4086,11,Home,Cash on Delivery,Mobile,5,Yes
CUST1396,Jennifer Collins,Female,35,Shannonshire,2023-11-06,2025-05-04,16587,13,Clothing,Credit Card,Desktop,3,No
CUST1397,Gary Jackson,Male,47,New Gina,2024-11-06,2025-05-04,49368,6,Electronics,Net Banking,Tablet,5,Yes
CUST1398,Ashley Hicks,Female,35,Lake Josephbury,2022-06-24,2025-04-17,23725,10,Beauty,Debit Card,Tablet,4,No
CUST1399,Hannah Luna,Female,63,Chaseborough,2025-01-09,2025-04-18,30250,9,Electronics,Wallet,Desktop,3,No
CUST1400,Robin Young,Male,64,Port Susan,2023-10-26,2025-04-17,7143,13,Beauty,Net Banking,Tablet,4,Yes
CUST1401,Craig Morrison,Female,48,South Linda,2023-12-26,2025-05-04,28023,9,Books,Credit Card,Tablet,3,Yes
CUST1402,Mary Thompson,Female,55,South Victor,2022-10-12,2025-04-20,37227,10,Electronics,Cash on Delivery,Mobile,,No
CUST1403,Kathleen Webster,Female,49,Kristenport,2024-03-09,2025-05-07,11505,9,Home,Debit Card,Tablet,4,Yes
CUST1404,Joann Glass,Male,28,Annashire,2023-11-01,2025-04-24,44043,5,Clothing,Net Banking,Mobile,1,No
CUST1405,Madison Weber,Female,62,South Coreyburgh,2023-11-20,2025-05-05,661,13,Home,Wallet,Desktop,3,No
CUST1406,Lori Hernandez,Male,42,East Lisafort,2024-02-12,2025-04-17,16529,13,Clothing,Credit Card,Mobile,4,No
CUST1407,Jeremy Turner,Male,50,South Julieview,2023-11-10,2025-05-01,14726,11,Electronics,Credit Card,Desktop,1,No
CUST1408,Anthony Romero,Female,55,Michaelside,2022-08-09,2025-05-09,29231,9,Electronics,Net Banking,Desktop,1,No
CUST1409,Jesse Brown,Male,58,Mauricechester,2025-03-06,2025-05-03,44422,4,Clothing,Wallet,Desktop,3,No
CUST1410,Angela Lin,Male,25,West Michelleborough,2023-05-28,2025-05-12,45348,15,Books,Credit Card,Desktop,3,No
CUST1411,Lisa Hunter,Female,28,Port Justin,2023-06-02,2025-05-11,3890,8,Beauty,Debit Card,Desktop,3,Yes
CUST1412,Julian Conner,Female,39,Emilyfort,2023-05-13,2025-05-09,6497,10,Home,Credit Card,Mobile,3,Yes
CUST1413,Joanna Pacheco,Female,41,Prestonfurt,2025-02-13,2025-05-03,13193,16,Home,Wallet,Desktop,2,No
CUST1414,Erica Alvarez,Female,58,Stevenberg,2023-09-10,2025-04-26,42592,9,Home,Cash on Delivery,Tablet,4,No
CUST1415,Antonio Garcia,Male,34,Lake Lindsey,2024-11-19,2025-05-12,1041,12,Electronics,Cash on Delivery,Tablet,4,No
CUST1416,Gwendolyn Klein,Male,29,Robertshire,2022-09-22,2025-05-08,22317,6,Home,Net Banking,Desktop,2,Yes
CUST1417,Carrie Wright,Male,63,Sweeneyland,2025-04-16,2025-05-04,38361,9,Beauty,Wallet,Tablet,3,No
CUST1418,Jeffrey Mills,Female,49,East Matthewmouth,2022-08-23,2025-05-05,13928,11,Beauty,Credit Card,Mobile,4,Yes
CUST1419,Jake Campbell,Female,32,Deniseview,2023-08-30,2025-05-07,44434,10,Clothing,Credit Card,Mobile,1,Yes
CUST1420,George Harper,Female,33,Nelsonmouth,2022-11-07,2025-05-04,49331,10,Electronics,Cash on Delivery,Desktop,2,No
