EmployeeID,Name,Age,Gender,Department,JobRole,Education,YearsAtCompany,MonthlyIncome,PerformanceRating,Attrition,OverTime,WorkLifeBalance,TrainingTimesLastYear,JobSatisfaction
E3484,Jose Hartman,46,Male,Engineering,Engineer,Masters,9,125959,4,No,No,3,9,3
E3485,Miranda Murray,40,Female,Engineering,Manager,Bachelors,4,133568,1,No,No,3,4,2
E3486,Emily Lopez,26,Male,Sales,Executive,PhD,4,87815,5,No,No,4,6,3
E3487,Melissa Clark,32,Male,Marketing,Executive,Masters,12,65808,3,No,No,3,3,3
E3488,Justin Brooks,33,Female,Operations,Engineer,Bachelors,1,102301,3,No,Yes,2,0,2
E3489,Bethany Harding,31,Male,Marketing,Specialist,Bachelors,11,62950,3,No,No,3,0,3
E3490,Robert Flowers,29,Female,Sales,Manager,Masters,10,41722,5,No,No,3,6,4
E3491,Jason Jennings,45,Female,Engineering,Engineer,Bachelors,1,90857,5,No,No,4,8,1
E3492,Richard Medina,49,Male,Engineering,Analyst,Bachelors,14,45642,3,No,No,3,5,1
E3493,Alexander Floyd,57,Male,Engineering,Analyst,Diploma,19,41719,3,No,Yes,3,2,3
E3494,Brittany Cisneros,58,Female,Marketing,Specialist,Bachelors,6,121719,3,No,No,2,8,1
E3495,Mark Morrison,42,Female,Engineering,Executive,Bachelors,7,89800,3,No,No,3,8,1
E3496,Sharon Baird,29,Male,HR,Engineer,Diploma,2,79514,3,No,Yes,3,0,1
E3497,James Ferguson,30,Female,Operations,Manager,Bachelors,16,87769,4,No,Yes,3,9,2
E3498,Brian Hudson,36,Female,Engineering,Engineer,Bachelors,19,30271,3,No,No,4,4,4
E3499,Steven Davis,39,Male,HR,Specialist,Masters,5,128518,4,No,Yes,4,2,1
E3500,Juan Johnson,41,Male,Finance,Engineer,Bachelors,14,141713,2,No,No,4,8,1
E3501,Katherine Lopez,27,Female,Operations,Specialist,Diploma,12,99134,3,No,Yes,4,6,1
E3502,Victor Campbell,33,Male,Operations,Specialist,Bachelors,12,107016,3,No,No,3,3,1
E3503,Matthew Jones,23,Female,Engineering,Specialist,Masters,11,142540,3,No,No,3,4,1
E3504,Joseph Jackson,28,Male,Sales,Engineer,Bachelors,13,43787,3,No,No,3,8,3
E3505,Jennifer Moore,37,Female,Sales,Analyst,Bachelors,8,28134,3,No,No,1,3,3
E3506,Joshua Mendoza,24,Female,HR,Manager,Bachelors,9,127135,3,No,Yes,4,6,2
E3507,Troy Glenn,24,Female,Engineering,Specialist,Bachelors,4,101215,4,No,No,1,4,1
E3508,Daniel Reynolds,48,Male,Engineering,Executive,Masters,4,80614,3,No,No,2,0,4
E3509,Karen Munoz,59,Male,Engineering,Specialist,Masters,19,64698,3,No,No,1,0,2
E3510,Laurie Shaw,54,Female,Marketing,Engineer,PhD,5,25916,3,No,No,1,5,4
E3511,Desiree Smith,49,Male,Sales,Specialist,Bachelors,11,53263,3,No,Yes,1,1,1
E3512,Austin Ross,22,Male,Sales,Executive,Bachelors,16,92666,1,No,No,3,4,1
E3513,Kelly Kent,29,Female,Finance,Analyst,Bachelors,15,55407,3,No,No,4,1,4
E3514,Julia Johnston,58,Male,Sales,Engineer,Bachelors,17,112449,3,No,No,3,9,2
E3515,Donna Ibarra,53,Male,Sales,Engineer,Bachelors,5,117264,3,No,No,3,0,4
E3516,Michael Dawson,58,Male,Engineering,Engineer,Bachelors,9,148058,3,No,No,3,7,1
E3517,Louis Patrick,25,Female,Marketing,Executive,Bachelors,19,30691,3,Yes,No,3,3,4
E3518,David Yoder,51,Female,Marketing,Engineer,Masters,8,56487,3,No,No,4,9,2
E3519,Judith Bartlett,27,Male,Marketing,Analyst,Masters,1,137977,4,No,No,3,4,2
E3520,Keith Long,40,Male,Engineering,Manager,Bachelors,2,62069,3,No,No,1,5,1
E3521,Cynthia Harrell,53,Male,Marketing,Manager,Bachelors,9,96889,3,No,No,3,5,4
E3522,Mark Carter,30,Female,HR,Specialist,Masters,7,119948,3,No,No,4,3,1
E3523,Melissa Bowen,33,Male,Operations,Manager,Diploma,8,38147,5,No,Yes,2,1,1
E3524,Johnny Riddle,32,Female,Sales,Executive,Bachelors,18,123937,3,No,Yes,3,1,3
E3525,Whitney Jones,37,Male,HR,Manager,Masters,0,120867,3,No,No,3,0,1
E3526,Randall Nguyen,22,Other,HR,Executive,Masters,1,62216,4,Yes,No,3,4,2
E3527,David Hunter,42,Male,Operations,Executive,Masters,19,46893,3,No,Yes,4,5,4
E3528,Benjamin Neal,51,Female,Operations,Specialist,Diploma,3,37934,5,No,No,3,9,4
E3529,Jane Reese,34,Male,Marketing,Manager,Diploma,15,26723,3,No,Yes,3,1,1
E3530,Jennifer Smith,55,Male,Engineering,Specialist,Bachelors,11,112484,3,No,Yes,2,2,2
E3531,Thomas Murphy,25,Female,Engineering,Engineer,PhD,1,149548,2,No,No,4,2,2
E3532,Kari Jones,49,Female,Operations,Analyst,Masters,14,86319,4,No,No,3,6,4
E3533,Dana Dodson,59,Male,Engineering,Manager,Bachelors,17,58893,2,No,Yes,3,7,4
E3534,Robert Skinner,52,Female,Operations,Engineer,Masters,15,135520,3,No,No,3,1,2
E3535,Albert Garcia,48,Female,Finance,Engineer,Diploma,11,87820,2,No,Yes,2,4,3
E3536,Joseph Myers,26,Female,Finance,Specialist,Masters,17,122916,3,No,No,3,6,1
E3537,Phillip Byrd,46,Male,Operations,Specialist,Diploma,13,55500,3,No,No,3,7,2
E3538,Hunter Robinson,24,Female,Sales,Analyst,Masters,11,74294,5,Yes,Yes,2,9,1
E3539,Michael Robinson,54,Female,Operations,Analyst,Bachelors,4,69816,2,No,No,2,2,2
E3540,Sara Cain,25,Male,Engineering,Analyst,Masters,3,49100,3,No,No,4,5,4
E3541,Michelle Prince,46,Female,Operations,Analyst,Masters,17,90458,4,No,No,3,8,2
E3542,Eric Williams,41,Male,Finance,Specialist,Bachelors,16,77201,4,No,No,3,3,2
E3543,Raymond Wang,55,Male,Marketing,Executive,Masters,15,116548,4,No,No,3,5,1
E3544,Jade Allen,47,Female,Engineering,Specialist,Masters,9,116394,5,No,No,4,3,4
E3545,Javier Hays,26,Female,Engineering,Executive,PhD,16,37234,3,No,Yes,2,4,4
E3546,Corey Caldwell,56,Male,Engineering,Specialist,Bachelors,11,76865,3,No,No,3,2,3
E3547,Stephen Robles,49,Male,Operations,Specialist,Bachelors,11,124943,3,No,No,3,3,3
E3548,Carol Jackson,50,Female,Engineering,Analyst,Masters,3,95444,3,No,No,4,2,2
E3549,Brian Murphy,30,Male,HR,Executive,Bachelors,2,109613,3,No,Yes,3,3,4
E3550,Chelsey Clark,59,Female,Operations,Engineer,Bachelors,0,123402,4,No,Yes,2,5,1
E3551,Teresa Martinez,27,Female,HR,Engineer,Masters,11,107135,1,No,No,2,1,1
E3552,Howard Thompson,40,Male,Finance,Engineer,Diploma,7,43162,1,No,Yes,1,9,2
E3553,Eugene Price,32,Female,Sales,Analyst,Bachelors,7,135310,4,No,Yes,3,0,3
E3554,Austin Briggs,23,Female,Operations,Engineer,PhD,11,56457,4,No,No,3,7,1
E3555,Jackie Jones,30,Male,HR,Specialist,PhD,3,97117,4,Yes,No,1,2,1
E3556,Eric George,42,Female,HR,Analyst,Bachelors,15,35711,2,No,No,1,3,1
E3557,Mrs. Kimberly Mooney,45,Female,Operations,Engineer,Masters,1,68020,5,No,No,4,3,4
E3558,Carolyn Haley,55,Female,Marketing,Analyst,Masters,3,80608,3,Yes,Yes,4,3,1
E3559,Vicki Horton,43,Female,Sales,Specialist,Diploma,3,62098,4,Yes,Yes,3,7,1
E3560,Valerie Benson,24,Male,Marketing,Analyst,Bachelors,10,80112,3,No,No,3,3,2
E3561,Mark Henson,33,Male,Operations,Engineer,Bachelors,2,65018,3,No,No,3,2,4
E3562,Samuel Olson,49,Male,Sales,Analyst,Bachelors,9,62106,3,No,No,3,5,1
E3563,Lee Richards,51,Male,Marketing,Manager,Bachelors,11,92295,5,No,No,3,1,4
E3564,Martin Hall,47,Male,Engineering,Engineer,Bachelors,16,88828,3,No,No,3,9,2
E3565,Virginia Hall,42,Female,Engineering,Specialist,Bachelors,8,108167,4,No,Yes,2,8,4
E3566,Stephanie Parker,49,Female,Engineering,Executive,Bachelors,1,137824,3,No,Yes,1,4,2
E3567,Nicole Harvey,47,Female,Engineering,Analyst,Bachelors,17,103509,2,Yes,No,2,6,2
E3568,James Phillips,54,Female,Sales,Analyst,Bachelors,11,72883,3,No,No,1,0,2
E3569,Dan Johnson,42,Female,Marketing,Engineer,Masters,5,122692,3,No,No,3,1,2
E3570,Linda Bautista,56,Female,Sales,Engineer,Bachelors,17,42504,4,No,Yes,3,2,2
E3571,Erin Ramirez,55,Female,Engineering,Manager,Bachelors,12,140008,3,No,Yes,2,3,1
E3572,Paige Meyer,39,Male,Sales,Specialist,Masters,14,108760,4,No,Yes,3,9,3
E3573,Maria Roberts,32,Female,Marketing,Analyst,Bachelors,0,119334,3,Yes,No,3,2,3
E3574,Ryan Rivera,44,Female,Finance,Analyst,Bachelors,7,29995,1,No,No,2,1,3
E3575,Joshua Knox,43,Male,Engineering,Executive,Bachelors,17,122228,4,No,No,2,5,1
E3576,Danielle Mcdaniel,38,Female,Engineering,Analyst,PhD,19,100990,5,No,No,3,0,2
E3577,Lisa James,26,Female,Marketing,Analyst,PhD,11,142275,4,No,Yes,2,7,3
E3578,Jeremy Smith,32,Male,Engineering,Manager,Bachelors,19,44946,3,No,No,3,0,3
E3579,Andrea Lee,51,Female,Marketing,Executive,Masters,11,91609,3,No,Yes,2,9,1
E3580,Brenda Harris,36,Male,Sales,Analyst,Bachelors,0,47795,3,No,No,4,1,4
E3581,Kevin Guerra,48,Male,Sales,Analyst,Bachelors,9,61946,3,No,No,1,2,3
E3582,Cynthia Miller,56,Female,Engineering,Specialist,Bachelors,18,31387,3,No,No,3,3,2
E3583,Emily Griffith,54,Female,Operations,Analyst,PhD,18,66184,1,No,Yes,3,4,3
E3584,Christopher Wright,41,Female,Sales,Manager,Bachelors,10,85945,3,No,No,3,3,4
E3585,Jerome Reid,37,Female,Sales,Analyst,Masters,2,114825,3,No,No,2,5,4
E3586,Richard Miller,55,Male,Sales,Analyst,Diploma,13,60805,3,No,No,2,2,3
E3587,Jennifer Jackson,23,Female,Engineering,Engineer,Bachelors,17,40722,3,No,Yes,3,7,2
E3588,Jonathan Moss,56,Female,Finance,Analyst,Diploma,5,39446,4,No,No,3,1,1
E3589,Sally Leon,49,Other,Marketing,Executive,Diploma,8,89878,4,No,Yes,3,8,1
E3590,James Dickerson,27,Male,Sales,Engineer,Masters,8,45869,4,No,No,3,6,2
E3591,Tammy Larson,30,Female,Sales,Executive,Bachelors,16,88811,3,Yes,No,3,7,2
E3592,Nicholas Scott,41,Female,Finance,Executive,Masters,3,44019,1,No,Yes,3,5,4
E3593,Jesse Brooks,22,Female,Engineering,Manager,Diploma,3,139843,3,No,No,3,4,1
E3594,Andrea Taylor,29,Female,Engineering,Analyst,Masters,18,61042,4,No,No,3,4,1
E3595,Christopher Lopez,44,Male,Sales,Executive,Bachelors,15,89219,3,Yes,Yes,3,6,4
E3596,Jonathan Swanson,24,Female,Operations,Analyst,PhD,16,122831,3,No,No,2,3,1
E3597,Timothy Bentley DVM,25,Female,Finance,Analyst,Diploma,2,139785,3,No,No,2,0,1
E3598,John Davidson,46,Male,Marketing,Manager,Bachelors,6,111319,2,No,No,4,5,2
E3599,Jennifer Williams,59,Female,Engineering,Manager,Masters,4,47689,4,No,Yes,3,4,4
E3600,Janice Cunningham,36,Female,HR,Executive,Masters,2,41084,1,No,Yes,3,6,2
E3601,Jeffrey Scott,42,Male,Marketing,Executive,Bachelors,11,39307,2,No,Yes,1,0,1
E3602,Miranda Hicks,56,Female,Marketing,Engineer,Bachelors,18,136195,3,Yes,No,3,6,2
E3603,Michael Horton DDS,35,Male,Finance,Analyst,Bachelors,8,49253,3,Yes,No,3,9,2
E3604,Nancy Allen,57,Male,Engineering,Analyst,Masters,2,132961,5,Yes,No,3,1,1
E3605,Robert Mccoy,33,Female,HR,Manager,Masters,2,71136,2,No,Yes,3,6,3
E3606,Melissa Brewer,38,Male,Engineering,Manager,Bachelors,15,109712,3,No,Yes,3,9,3
E3607,Jesus Becker,30,Male,Finance,Executive,Bachelors,19,46020,3,No,No,2,1,3
E3608,Lance Lynn,56,Male,Marketing,Engineer,Bachelors,12,72961,4,No,Yes,4,2,2
E3609,Alexandria Wise,34,Male,HR,Engineer,Masters,5,55412,4,No,No,4,6,3
E3610,Sydney Sanders,36,Female,Sales,Manager,Bachelors,0,121891,4,No,No,3,1,1
E3611,Stephanie Stone,39,Female,HR,Manager,Bachelors,10,64347,3,No,Yes,3,3,3
E3612,Jay Gallegos,54,Female,Sales,Engineer,Diploma,17,97033,3,No,Yes,3,8,1
E3613,Eric Ponce,27,Female,Engineering,Engineer,Masters,2,30586,3,No,Yes,2,5,2
E3614,Janet Parker,48,Male,HR,Executive,Masters,17,149423,5,No,No,3,7,2
E3615,Shawn Luna,44,Female,Marketing,Engineer,Bachelors,10,130308,3,No,Yes,2,8,1
E3616,Mark Frank,48,Female,HR,Analyst,Bachelors,14,90383,3,No,No,3,8,3
E3617,Charles Goodman,55,Female,Marketing,Engineer,Bachelors,2,143671,3,No,No,3,6,1
E3618,Jennifer Parker,59,Female,Engineering,Specialist,Masters,11,120835,3,No,Yes,3,9,1
E3619,Dr. April Jones,35,Female,Operations,Engineer,Bachelors,11,132165,3,No,No,2,1,4
E3620,Kelly Pena,57,Female,Operations,Manager,Bachelors,16,115454,4,No,No,3,5,1
E3621,Carolyn Brooks,29,Male,Operations,Manager,Masters,0,115195,3,No,No,1,7,4
E3622,Christina White,56,Female,Marketing,Specialist,Bachelors,10,46328,3,No,No,3,3,1
E3623,Joanne Olsen,40,Male,Finance,Analyst,Bachelors,14,43841,3,No,Yes,4,8,3
E3624,Anthony White,51,Male,Marketing,Engineer,PhD,8,63840,3,No,No,3,7,1
E3625,Deanna Barrera,35,Male,Operations,Engineer,Bachelors,6,110998,2,No,Yes,4,0,1
E3626,Mark Weber,41,Male,Sales,Specialist,Diploma,10,130510,4,No,No,2,7,3
E3627,Carol Carter,46,Male,Engineering,Executive,PhD,17,29092,2,No,No,3,8,3
E3628,Donald Peterson,45,Male,HR,Executive,Bachelors,6,27080,3,No,Yes,3,0,1
E3629,Karen Chambers,35,Female,Engineering,Analyst,Diploma,17,39157,5,No,No,3,8,4
E3630,Antonio Walton,47,Female,Engineering,Engineer,PhD,14,69830,2,No,No,3,0,4
E3631,Kevin Huerta,59,Other,Engineering,Engineer,Diploma,15,59511,3,No,No,2,9,1
E3632,Joseph Smith,44,Male,Engineering,Engineer,Masters,14,111804,4,No,No,3,6,3
E3633,Victoria Juarez,43,Female,Operations,Manager,Diploma,3,121226,2,No,No,3,1,3
E3634,Kara Rogers,40,Female,Engineering,Executive,Masters,2,61017,4,No,No,2,3,4
E3635,Jacob Wu,24,Male,Marketing,Specialist,PhD,13,29479,1,Yes,No,3,7,1
E3636,Dr. Teresa Ortega MD,40,Female,Finance,Manager,Masters,2,147834,4,No,No,2,7,2
E3637,Henry Rivera,30,Female,Engineering,Manager,Diploma,15,65635,2,No,No,3,9,2
E3638,Jesus Hale,49,Male,Engineering,Executive,Masters,14,66174,5,No,No,1,6,2
E3639,Stacy Taylor,41,Female,HR,Engineer,Masters,18,144641,4,No,No,3,3,2
E3640,Sheila Ramirez,28,Female,Finance,Analyst,Diploma,9,136816,3,No,No,1,3,3
E3641,Robin Richardson,35,Male,Engineering,Specialist,Bachelors,16,133940,4,No,Yes,2,5,2
E3642,Mary Alvarez,30,Male,Engineering,Executive,Bachelors,3,122081,2,No,No,2,9,1
E3643,Cole Andersen,40,Male,Engineering,Analyst,Bachelors,17,132179,2,No,No,3,4,4
E3644,Robin Smith,35,Male,Finance,Executive,Diploma,9,31350,3,No,Yes,3,8,4
E3645,Angel Aguirre,59,Female,Finance,Executive,PhD,15,116423,3,No,No,3,4,3
E3646,Jeremy Lawson,57,Female,Engineering,Executive,Bachelors,2,107490,4,No,No,2,5,3
E3647,Lonnie Miller,38,Male,Sales,Executive,Diploma,11,65806,3,No,Yes,3,7,2
E3648,Timothy Galvan,51,Female,HR,Engineer,Bachelors,18,77459,4,No,No,2,9,2
E3649,Dr. Susan Navarro,30,Male,Sales,Manager,Bachelors,2,63480,4,No,No,4,3,1
E3650,Cory Thomas,54,Male,Sales,Executive,Masters,8,27476,4,No,No,3,9,4
E3651,Laura Vincent,46,Male,HR,Analyst,Bachelors,6,145758,4,No,No,4,9,1
E3652,Bethany Robles,35,Female,Sales,Analyst,Bachelors,15,88452,5,Yes,Yes,2,1,4
E3653,Michael Dunn,32,Male,HR,Analyst,Masters,0,104676,1,No,No,3,1,3
E3654,Carol Griffin,56,Male,Engineering,Manager,Bachelors,14,25551,3,Yes,No,3,9,3
E3655,Matthew Allen,35,Male,Sales,Manager,Masters,1,70137,5,Yes,No,3,4,4
E3656,Paul Keller,51,Female,Engineering,Analyst,Bachelors,15,48713,4,No,Yes,3,1,1
E3657,Jeffrey Baldwin,25,Other,Operations,Engineer,Diploma,6,49688,3,No,No,1,1,2
E3658,Timothy Orr,25,Male,Marketing,Manager,PhD,13,100275,5,No,No,2,3,4
E3659,Connie Scott,49,Male,Finance,Manager,Masters,1,139062,4,No,Yes,2,6,2
E3660,Steven Martinez,29,Female,Operations,Engineer,Bachelors,17,59813,2,No,Yes,3,0,4
E3661,Joseph Swanson,23,Female,Finance,Executive,Diploma,0,135442,4,No,No,1,4,4
E3662,Michael Wiggins,43,Male,Sales,Manager,Bachelors,15,31615,4,Yes,Yes,1,2,1
E3663,Pamela Burke,37,Female,Operations,Analyst,Bachelors,8,143024,3,No,No,3,2,2
E3664,Jamie Love,50,Female,Operations,Analyst,Bachelors,2,135311,4,No,No,3,7,4
E3665,Jane May,51,Male,Engineering,Engineer,Diploma,12,145723,5,Yes,No,2,3,2
E3666,Savannah Stokes,33,Female,Engineering,Analyst,PhD,1,128512,4,No,Yes,3,5,2
E3667,Brian Miller,56,Female,Engineering,Specialist,Diploma,17,112406,4,No,Yes,3,9,3
E3668,Patrick Pineda,32,Female,Sales,Analyst,Masters,1,90751,2,No,Yes,3,0,1
E3669,Audrey Richardson,42,Male,HR,Engineer,Bachelors,7,88024,4,Yes,No,3,1,1
E3670,Tiffany Ray,42,Male,Engineering,Engineer,Diploma,2,139649,3,No,Yes,3,7,2
E3671,Antonio Nichols,26,Male,Operations,Engineer,Bachelors,16,82613,2,No,Yes,3,5,1
E3672,Veronica Flores,41,Male,Sales,Specialist,Bachelors,1,57637,3,No,No,3,7,1
E3673,Michael Hogan,58,Female,Marketing,Manager,Bachelors,5,134359,4,No,No,3,6,3
E3674,Lindsay Walker,24,Female,Sales,Executive,Bachelors,7,99552,3,No,No,3,5,1
E3675,Joshua Murray,54,Female,Engineering,Analyst,PhD,16,41220,5,Yes,No,3,2,1
E3676,Tommy Hood,30,Other,Engineering,Manager,Bachelors,5,70627,4,No,No,4,4,4
E3677,Mr. Kyle Thomas DDS,30,Male,Engineering,Engineer,Bachelors,11,120687,2,Yes,Yes,4,6,4
E3678,Michele George,25,Female,Sales,Manager,Masters,15,72440,5,No,No,4,3,4
E3679,William Martinez,56,Female,Engineering,Manager,Bachelors,5,97437,3,No,Yes,4,5,4
E3680,Michelle Mendoza DVM,38,Male,Engineering,Specialist,Bachelors,1,131794,4,No,No,2,0,1
E3681,Michael Bennett DVM,55,Female,Sales,Engineer,Diploma,2,91773,2,No,No,4,1,2
E3682,Ronald Clark,45,Male,Sales,Engineer,Bachelors,8,35833,5,No,No,2,7,4
E3683,Rita Graves,53,Female,Engineering,Analyst,Masters,18,64770,3,No,No,4,5,4
E3684,Sean White,22,Female,Engineering,Analyst,Bachelors,9,96743,3,No,No,3,9,2
E3685,Mr. William Hopkins,29,Male,Sales,Analyst,Bachelors,12,74921,3,No,Yes,4,5,2
E3686,Wendy Kelley,44,Female,Engineering,Analyst,Masters,19,123048,2,No,No,4,7,2
E3687,Michael Mooney,33,Female,Operations,Manager,Bachelors,12,64541,3,Yes,No,4,7,3
E3688,Jeanne Rose,33,Male,Sales,Manager,Bachelors,19,31975,2,No,No,4,0,2
E3689,Michael Lee,36,Male,Engineering,Analyst,Bachelors,14,100240,4,No,No,2,8,1
E3690,Jennifer Anderson,40,Male,Sales,Analyst,Bachelors,12,99055,5,No,No,4,3,1
E3691,Lauren Trujillo,47,Female,Sales,Analyst,Masters,12,72956,4,No,Yes,2,1,3
E3692,Michelle Ellis,50,Female,Sales,Executive,Bachelors,5,31679,3,No,No,3,2,4
E3693,Chad Dominguez,43,Female,Engineering,Analyst,Bachelors,17,59177,1,No,Yes,3,6,2
E3694,Charles Robinson,42,Female,Marketing,Executive,Diploma,6,143074,1,No,Yes,3,8,4
E3695,Nancy Smith,59,Female,HR,Analyst,Bachelors,2,128013,3,No,Yes,3,6,1
E3696,Laura Gregory,41,Male,Engineering,Engineer,Bachelors,0,47491,4,No,No,3,0,3
E3697,Brittany Clements MD,50,Female,Engineering,Specialist,Masters,11,90953,4,No,No,3,5,3
E3698,Tammy Davis,25,Male,HR,Manager,PhD,4,113375,3,No,No,3,5,4
E3699,Catherine Williams,28,Male,Engineering,Engineer,Bachelors,10,34675,5,No,No,3,4,4
E3700,Miss Leslie Booker,49,Female,Marketing,Specialist,Bachelors,11,41753,3,No,Yes,3,0,2
E3701,Jennifer Johnson,49,Male,Marketing,Executive,Bachelors,15,108972,3,No,Yes,1,4,3
E3702,John Watts,25,Female,Marketing,Manager,Bachelors,0,74260,3,No,Yes,2,4,1
E3703,Marissa Bennett,43,Female,Finance,Executive,Bachelors,17,59683,3,No,No,4,7,3
E3704,Rebecca Barrett,33,Male,Marketing,Executive,Bachelors,0,107102,4,No,Yes,4,4,1
E3705,Sharon Santos,24,Male,HR,Manager,Bachelors,4,38942,3,No,Yes,3,4,4
E3706,Matthew Richardson,43,Female,Marketing,Specialist,Bachelors,3,44747,3,Yes,No,2,8,4
E3707,Bradley Burns,23,Female,Operations,Manager,Bachelors,0,93423,2,No,Yes,1,5,2
E3708,Katrina Johnson,45,Male,Sales,Analyst,Masters,14,114949,3,No,No,4,8,1
E3709,Laura Hill,55,Male,Engineering,Executive,Bachelors,4,79966,1,No,No,4,9,2
E3710,Rebecca White,48,Female,Engineering,Analyst,Bachelors,6,50684,3,No,No,3,8,4
E3711,Mr. Jeffrey Duncan,22,Female,Marketing,Manager,Bachelors,16,34389,3,No,No,3,3,4
E3712,Arthur Stout,29,Male,Sales,Manager,Bachelors,19,33755,3,No,No,4,2,2
E3713,Cathy Hess,44,Male,Operations,Specialist,PhD,5,121189,3,No,No,2,6,3
E3714,Justin Herrera,59,Female,Engineering,Executive,Diploma,12,147593,3,Yes,No,3,3,2
E3715,Katherine Stone,27,Female,Sales,Engineer,Bachelors,14,69769,3,No,No,4,5,1
E3716,Michelle Tyler,43,Other,Sales,Manager,Bachelors,6,25643,3,No,No,4,5,4
E3717,Paul Sheppard,46,Female,Marketing,Engineer,Masters,6,45663,3,No,Yes,2,7,1
E3718,Catherine George,39,Female,Sales,Executive,Bachelors,12,124594,4,Yes,Yes,4,8,3
E3719,Justin Mcbride,38,Male,Sales,Analyst,Diploma,3,76669,3,No,No,2,6,4
E3720,Carl Harris,33,Female,Engineering,Executive,Bachelors,17,126480,3,No,No,2,5,4
E3721,Justin York,27,Male,Engineering,Specialist,Masters,7,72281,5,No,No,1,0,2
E3722,William Hunter,47,Female,Engineering,Engineer,Bachelors,18,82020,3,No,Yes,2,3,2
E3723,Joshua Henderson,48,Male,Finance,Engineer,Bachelors,15,84030,4,No,No,3,1,1
E3724,April Turner,29,Male,Marketing,Analyst,Bachelors,19,65317,3,No,No,2,5,2
E3725,Kelly Patton,40,Female,Operations,Analyst,Masters,17,28184,4,No,No,4,1,4
E3726,Jill Ray,22,Female,HR,Manager,Masters,15,70025,3,No,Yes,4,4,2
E3727,Kelly Andersen,50,Male,Marketing,Executive,Diploma,15,49861,3,No,Yes,2,6,4
E3728,Joshua Clark,56,Female,Operations,Specialist,Bachelors,1,123426,3,No,Yes,3,5,2
E3729,Robert Young,35,Male,Engineering,Manager,Masters,13,147840,4,No,No,3,3,2
E3730,Elijah Wall,56,Male,Engineering,Executive,Bachelors,18,145828,4,No,No,3,4,4
E3731,Lindsey Robinson,41,Female,HR,Analyst,Masters,15,139775,2,No,Yes,2,5,1
E3732,Carl Dean,34,Male,Engineering,Specialist,Bachelors,3,103360,4,No,No,3,7,1
E3733,David James,59,Female,Engineering,Analyst,Masters,12,123845,1,No,No,3,9,4
E3734,Jennifer Miller,29,Male,Marketing,Analyst,PhD,7,119886,3,No,Yes,3,3,1
E3735,Jeffery Neal,41,Female,Operations,Engineer,PhD,2,33171,3,No,No,4,5,1
E3736,Andrea Oconnor,54,Female,Sales,Executive,Bachelors,2,61815,3,Yes,Yes,1,8,3
E3737,Melissa Lee MD,47,Male,Sales,Manager,Bachelors,4,102385,4,Yes,No,3,8,4
E3738,Samantha Jacobs,42,Male,Sales,Engineer,PhD,10,70022,3,No,No,4,8,2
E3739,Christian Riddle,30,Female,Marketing,Executive,Diploma,12,66851,5,No,Yes,4,3,2
E3740,Alexander Munoz,45,Female,Sales,Executive,Bachelors,1,129330,4,Yes,No,2,6,3
E3741,Caleb Rodriguez,58,Male,Engineering,Executive,Diploma,5,67568,3,No,Yes,3,5,4
E3742,Andrea Bowman,38,Female,Finance,Specialist,Diploma,6,127819,4,No,No,1,3,2
E3743,Gavin Nelson,45,Male,Engineering,Engineer,Bachelors,3,110615,4,No,No,3,9,1
E3744,Courtney Smith,42,Male,HR,Manager,Masters,8,71802,5,Yes,No,3,7,2
E3745,Wayne Gray,34,Female,Operations,Engineer,Masters,17,107611,1,No,No,3,6,4
E3746,Timothy Thompson,32,Male,Engineering,Analyst,Masters,13,29612,4,Yes,Yes,3,8,2
E3747,Elizabeth Nicholson,40,Female,Operations,Executive,Bachelors,5,102643,2,No,No,1,8,3
E3748,Joseph Graves PhD,32,Female,Engineering,Analyst,Bachelors,19,83057,3,Yes,Yes,4,5,3
E3749,Lisa Mosley,34,Female,Sales,Engineer,Bachelors,1,59047,3,No,No,3,5,1
E3750,Travis Price,22,Female,Sales,Manager,Masters,3,37941,5,No,No,2,8,3
E3751,Patrick Faulkner,40,Female,Operations,Analyst,Diploma,14,91451,3,No,No,3,7,2
E3752,Linda Atkinson,33,Female,Marketing,Analyst,Masters,2,102331,3,No,No,3,7,2
E3753,Cameron Smith,29,Female,Sales,Specialist,Bachelors,3,35155,4,No,No,1,5,1
E3754,Brittney Martinez,29,Other,Marketing,Engineer,Diploma,3,88478,1,No,Yes,3,2,1
E3755,Nicolas Brown,33,Female,Engineering,Analyst,Bachelors,14,111115,3,No,No,3,1,1
E3756,Vanessa Zimmerman,54,Male,Finance,Engineer,PhD,10,64923,3,No,Yes,3,9,4
E3757,Lee Mann,47,Female,Sales,Manager,Masters,16,75456,3,No,Yes,2,3,4
E3758,William Lindsey,49,Female,Marketing,Analyst,Masters,14,39504,2,Yes,No,4,4,4
E3759,Desiree Patterson,26,Female,Sales,Manager,Masters,2,73493,2,No,No,3,1,3
E3760,Sierra Cervantes,29,Female,HR,Analyst,Bachelors,9,69414,3,No,No,2,8,2
E3761,Scott Meza,46,Female,Finance,Executive,Masters,3,135916,4,No,No,3,5,3
E3762,Erik Davis,48,Other,Sales,Specialist,Bachelors,12,42640,3,No,No,2,0,2
E3763,Nicholas Duffy,44,Male,Engineering,Specialist,Masters,1,109737,3,No,No,2,2,3
E3764,Anthony Paul,51,Female,Sales,Specialist,Bachelors,5,116019,3,No,No,3,0,1
